provider,acronym,name,web_status,describe_score,define_score,define_bp_score,connection_score,flat_score,core_average,core_average_2dp,core_average_bp,core_average_bp_2dp,define_bp_source,weakest_metric,bp_categories,bp_language,submission_id,bp_version,bp_released,bp_url
bioportal,BIBFRAME,BIBFRAME 2.0,scored,9.95,6.38,6.38,0.0,8.0,6.0825,6.08,6.0825,6.08,"same_as_strict (1.0 result, not re-checked)",Connection,Other;Upper_Level_Ontology,OWL,11,"
   2.2.0
  ",2025-08-12T18:00:35.000-07:00,https://bioportal.bioontology.org/ontologies/BIBFRAME
bioportal,BIBLIOTEK-O,The Biblioteko Ontology,scored,9.42,5.83,5.83,0.0,9.0,6.0625,6.06,6.0625,6.06,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,3,Version 1.1.0,2017-07-11T18:02:14.000-07:00,https://bioportal.bioontology.org/ontologies/BIBLIOTEK-O
bioportal,BIFO,Biofilm Ontology,scored,9.24,4.02,4.02,0.0,10.0,5.8149999999999995,5.82,5.8149999999999995,5.82,"same_as_strict (1.0 result, not re-checked)",Connection,Biological_Process;Biomedical_Resources,OWL,1,,2020-10-24T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BIFO
bioportal,BIM,Biomedical Image Ontology,scored,9.56,1.94,1.94,0.0,9.0,5.125,5.12,5.125,5.12,"same_as_strict (1.0 result, not re-checked)",Connection,Imaging,OWL,6,1.3,2014-09-26T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BIM
bioportal,BIN,Body in Numbers project terminology,scored,9.93,6.59,6.59,0.0,10.0,6.63,6.63,6.63,6.63,"same_as_strict (1.0 result, not re-checked)",Connection,Taxonomic_Classification;Vocabularies,OWL,2,1.1,2019-05-02T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BIN
bioportal,BIODIVTHES,Biodiversity Thesaurus,scored,9.99,2.05,2.05,8.3,0.0,5.085,5.08,5.085,5.08,"same_as_strict (1.0 result, not re-checked)",Flat,All_Organisms,SKOS,1,2.1,2023-04-07T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BIODIVTHES
bioportal,BIOLINK,Biolink Model,scored,10.0,5.07,5.07,6.7,10.0,7.9425,7.94,7.9425,7.94,"same_as_strict (1.0 result, not re-checked)",Define,All_Organisms;Biological_Process;Cell;Chemical;Gene_Product;Phenotype,OWL,85,4.4.4,2026-09-18T18:00:32.000-07:00,https://bioportal.bioontology.org/ontologies/BIOLINK
bioportal,BIOMO,Biological Observation Matrix Ontology,scored,9.99,5.68,5.68,2.23,10.0,6.975,6.98,6.975,6.98,"same_as_strict (1.0 result, not re-checked)",Connection,Other,OWL,1,"0.0.1
",2014-07-29T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BIOMO
bioportal,BIOMODELS,BioModels Ontology,scored,9.99,1.09,1.1,2.07,10.0,5.7875,5.79,5.79,5.79,http://phenomebrowser.net/#Definition [bioportal_definitionProperty]; http://www.geneontology.org/formats/oboInOwl#def [detected_by_name (1118 uses)],Define,All_Organisms;Biological_Process;Biomedical_Resources,OWL,3,21,2012-03-01T00:00:00.000-08:00,https://bioportal.bioontology.org/ontologies/BIOMODELS
bioportal,BIOPAX,BioPAX Level 3 ontology,scored,10.0,6.83,6.83,4.76,9.0,7.647499999999999,7.65,7.647499999999999,7.65,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,1,v1.0,2010-07-20T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BIOPAX
bioportal,BIOTOP,BioTop,scored,10.0,1.49,1.49,4.34,10.0,6.4575,6.46,6.4575,6.46,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,4,v2012-04-24,2012-04-24T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BIOTOP
bioportal,BIPOM,Biological interlocked Process Ontology for metabolism,scored,9.93,2.46,2.46,6.44,9.0,6.9575000000000005,6.96,6.9575000000000005,6.96,"same_as_strict (1.0 result, not re-checked)",Define,All_Organisms,OWL,3,Core,2020-04-15T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BIPOM
bioportal,BIPON,Bacterial interlocked Process ONtology,scored,10.0,0.78,0.78,5.31,10.0,6.5225,6.52,6.5225,6.52,"same_as_strict (1.0 result, not re-checked)",Define,Biological_Process,OWL,3,2017-11-08-bis,2017-11-09T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BIPON
bioportal,BIRNLEX,Biomedical Informatics Research Network Project Lexicon,scored,10.0,0.0,0.0,0.0,10.0,5.0,5.0,5.0,5.0,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy;Imaging,OWL,1,1.3.1,2007-08-08T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/BIRNLEX
bioportal,BIRTHONTO,BirthOnto: Birth Data Analysis,scored,0.56,0.37,0.37,8.34,8.0,4.3175,4.32,4.3175,4.32,"same_as_strict (1.0 result, not re-checked)",Define,Health,OWL,1,1.1,2023-03-28T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BIRTHONTO
bioportal,BKO,Bricks ontology,scored,9.99,6.79,6.79,0.38,10.0,6.79,6.79,6.79,6.79,"same_as_strict (1.0 result, not re-checked)",Connection,Other,OWL,1,13:07:2018 10:45,2020-07-21T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BKO
bioportal,BLLM,Large Language Model Ontology,no_submission,,,,,,,,,,,,,,-1,,,https://bioportal.bioontology.org/ontologies/BLLM
bioportal,BMONT,The Biomarker Ontology,scored,10.0,6.09,6.09,8.06,10.0,8.5375,8.54,8.5375,8.54,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,2,Version Release: 0.5.8,2025-06-30T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BMONT
bioportal,BMS-LM,BioMedical Study Lifecycle Management,parse_failed,,,,,,,,,,,,All_Organisms;Biomedical_Resources;Experimental_Conditions;Health;Other;Upper_Level_Ontology,OWL,2,Version 1.1,2026-08-27T18:00:32.000-07:00,https://bioportal.bioontology.org/ontologies/BMS-LM
bioportal,BMT,Biomedical Topics,scored,10.0,6.67,6.67,0.0,10.0,6.6675,6.67,6.6675,6.67,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,1,1.4,2014-10-06T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BMT
bioportal,BNO,Bionutrition Ontology,scored,9.9,0.2,0.2,0.84,10.0,5.234999999999999,5.24,5.234999999999999,5.24,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources;Health;Human,OWL,2,0.2,2013-08-08T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/BNO
bioportal,BOF,Biodiversity Ontology,scored,3.96,0.0,0.0,2.88,10.0,4.21,4.21,4.21,4.21,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,2,1.2,2012-08-01T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/BOF
bioportal,BOSHI,boshra,no_submission,,,,,,,,,,,,Ethology,,-1,,,https://bioportal.bioontology.org/ontologies/BOSHI
bioportal,BP,BioPAX Ontology of Biological Pathways,scored,10.0,6.73,6.73,4.75,9.0,7.62,7.62,7.62,7.62,"same_as_strict (1.0 result, not re-checked)",Connection,Biological_Process,OWL,1,Level3 v1.0,2010-07-02T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/BP
bioportal,BP-METADATA,BioPortal Metadata Ontology,scored,9.02,0.63,0.63,1.2,10.0,5.2125,5.21,5.2125,5.21,"same_as_strict (1.0 result, not re-checked)",Define,Other,OWL,6,0.9.5,2013-08-20T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BP-METADATA
bioportal,BPFORMS,"Ontology of chemically concrete, composable DNA, RNA, and protein residue and crosslinks",parse_failed,,,,,,,,,,,,All_Organisms;Chemical;Gene_Product;Genomic_and_Proteomic;Molecule;Physicochemical;Protein,OBO,1,0.0.9,2019-08-26T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BPFORMS
bioportal,BPT,Biological Pathway Taxonomy,scored,10.0,0.0,0.0,8.2,10.0,7.05,7.05,7.05,7.05,"same_as_strict (1.0 result, not re-checked)",Define,Biological_Process;Cell;Health;Immunology;Protein;Subcellular,OBO,2,synonymes2022,2022-03-29T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BPT
bioportal,BRAIN-COF,Computational Ontology Framework for Brain Profiles,scored,9.76,6.53,6.53,6.47,10.0,8.19,8.19,8.19,8.19,"same_as_strict (1.0 result, not re-checked)",Connection,Anatomy;Neurologic_Disease,OWL,2,3,2024-04-08T18:00:30.000+00:00,https://bioportal.bioontology.org/ontologies/BRAIN-COF
bioportal,BRCT,Brain Region & Cell Type terminology,scored,9.99,0.01,0.01,0.0,10.0,5.0,5.0,5.0,5.0,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,1,3.0,2015-06-17T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BRCT
bioportal,BRIDG,Biomedical Research Integrated Domain Group Model,scored,9.8,5.26,5.26,6.13,10.0,7.7975,7.8,7.7975,7.8,"same_as_strict (1.0 result, not re-checked)",Define,Health,OWL,1,3.2,2012-08-30T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/BRIDG
bioportal,BRO,Biomedical Resource Ontology,scored,9.96,0.15,6.33,0.06,10.0,5.0425,5.04,6.5874999999999995,6.59,http://bioontology.org/ontologies/biositemap.owl#definition [bioportal_definitionProperty + detected_by_name],Connection,Biomedical_Resources,OWL,14,3.2.1,2010-08-31T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/BRO
bioportal,BRSO,Biological Resource Schema Ontology,scored,4.8,0.0,0.0,0.38,5.0,2.545,2.54,2.545,2.54,"same_as_strict (1.0 result, not re-checked)",Define,All_Organisms,OWL,1,0.02,2021-12-20T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BRSO
bioportal,BSAO,Botryllus schlosseri anatomy and development ontology,scored,9.9,0.0,0.0,9.14,10.0,7.26,7.26,7.26,7.26,same_as_strict,Define,Anatomy,OBO,1,Version 1,2013-06-27T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/BSAO
bioportal,BSPO,Spatial Ontology,scored,9.95,5.1,5.1,7.19,10.0,8.059999999999999,8.06,8.059999999999999,8.06,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy,OWL,32,2023-05-27,2023-05-27T18:00:49.000-07:00,https://bioportal.bioontology.org/ontologies/BSPO
bioportal,BT,BioTop Ontology,scored,10.0,1.49,1.49,4.34,10.0,6.4575,6.46,6.4575,6.46,"same_as_strict (1.0 result, not re-checked)",Define,Upper_Level_Ontology,OWL,12,"Last modification
Apr 24, 2012 by Stefan Schulz",2014-05-20T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BT
bioportal,BT-ONTOLOGY,BrainTeaser Ontology (BTO),scored,9.93,4.06,4.06,0.4,9.0,5.8475,5.85,5.8475,5.85,"same_as_strict (1.0 result, not re-checked)",Connection,Biomedical_Resources;Health;Neurologic_Disease,OWL,3,2.0,2024-07-21T18:00:44.000-07:00,https://bioportal.bioontology.org/ontologies/BT-ONTOLOGY
bioportal,BTO,BRENDA Tissue and Enzyme Source Ontology,scored,10.0,5.66,5.66,7.31,10.0,8.2425,8.24,8.2425,8.24,"same_as_strict (1.0 result, not re-checked)",Define,,OBO,67,releases/2021-10-26,2022-02-04T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BTO
bioportal,BTO-BFO,Brinell Test Ontology-BFO,scored,8.29,1.79,1.79,4.52,10.0,6.1499999999999995,6.15,6.1499999999999995,6.15,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,4,"5.0.4 (BFO, IOF. MSEO)",2024-07-29T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BTO-BFO
bioportal,BTO-EMMO,Brinell Test Ontology-EMMO,scored,9.76,5.59,5.59,2.68,10.0,7.0075,7.01,7.0075,7.01,"same_as_strict (1.0 result, not re-checked)",Connection,Other,OWL,3,"3.0.4 (EMMO, CHAMEO, MT)",2024-07-29T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BTO-EMMO
bioportal,BTO-PROVO,Brinell Test Ontology-PROVO,scored,8.74,5.49,5.49,2.23,10.0,6.615,6.62,6.615,6.62,"same_as_strict (1.0 result, not re-checked)",Connection,Other,OWL,2,"4.0.4 (PROV, PMDco)",2024-07-29T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BTO-PROVO
bioportal,BTO_ONTOLOGY,Brain Tumour Ontology,scored,2.63,0.69,0.69,3.89,9.0,4.0525,4.05,4.0525,4.05,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources;Health,OWL,1,1,2016-01-01T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BTO_ONTOLOGY
bioportal,C19M,COVID-19,no_submission,,,,,,,,,,,,Other,,-1,,,https://bioportal.bioontology.org/ontologies/C19M
bioportal,CABRO,Computer Assisted Brain Injury Rehabilitation Ontology,scored,9.22,0.0,0.0,1.39,9.0,4.9025,4.9,4.9025,4.9,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources;Dysfunction;Health;Human;Neurologic_Disease;Neurological_Disorder,OWL,1,0.5,2013-03-01T00:00:00.000-08:00,https://bioportal.bioontology.org/ontologies/CABRO
bioportal,CANCO,Cancer Chemoprevention Ontology,scored,9.57,5.59,5.59,1.94,10.0,6.775,6.78,6.775,6.78,"same_as_strict (1.0 result, not re-checked)",Connection,Biomedical_Resources;Experimental_Conditions;Health;Molecule,OWL,3,0.3,2013-05-01T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/CANCO
bioportal,CANONT,Upper-Level Cancer Ontology ,scored,9.82,1.87,1.87,0.13,9.0,5.205,5.2,5.205,5.2,"same_as_strict (1.0 result, not re-checked)",Connection,,OBO,1,unknown,2012-11-20T00:00:00.000-08:00,https://bioportal.bioontology.org/ontologies/CANONT
bioportal,CAO,Clusters of Orthologous Groups (COG) Analysis Ontology,scored,10.0,2.39,2.39,6.11,9.0,6.875,6.88,6.875,6.88,"same_as_strict (1.0 result, not re-checked)",Define,Gene_Product,OWL,3,1.4,2011-10-10T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/CAO
bioportal,CARE-AI-CO-VI0-1,CARE-AI Initial Capability Ontology v0.1 ,scored,9.82,5.09,5.09,2.59,7.0,6.125,6.12,6.125,6.12,"same_as_strict (1.0 result, not re-checked)",Connection,Development;Health;Other,OWL,1,0.1.0,2026-08-29T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CARE-AI-CO-VI0-1
bioportal,CARELEX,Content Archive Resource Exchange Lexicon,scored,9.97,0.0,0.0,0.0,10.0,4.9925,4.99,4.9925,4.99,"same_as_strict (1.0 result, not re-checked)",Define,Vocabularies,OWL,46,1.02,2024-12-30T18:00:42.000-08:00,https://bioportal.bioontology.org/ontologies/CARELEX
bioportal,CARESSES,CARESSES Ontology,scored,9.9,3.16,3.16,5.92,10.0,7.245,7.24,7.245,7.24,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,1,1.0,2019-06-10T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CARESSES
bioportal,CARO,Common Anatomy Reference Ontology,scored,9.99,6.0,6.0,7.74,9.0,8.182500000000001,8.18,8.182500000000001,8.18,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy,OWL,16,2023-03-15,2023-03-15T18:01:04.000-07:00,https://bioportal.bioontology.org/ontologies/CARO
bioportal,CAROLIO,Caroli's Disease and Syndrome Ontology,scored,10.0,6.01,6.01,5.72,9.0,7.682499999999999,7.68,7.682499999999999,7.68,"same_as_strict (1.0 result, not re-checked)",Connection,Health;Human,OWL,1,2.2,2023-12-12T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CAROLIO
bioportal,CARRE,CARRE Risk Factor ontology,scored,9.94,0.0,0.0,3.94,9.0,5.72,5.72,5.72,5.72,"same_as_strict (1.0 result, not re-checked)",Define,Health,OWL,3,0.2,2014-09-30T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CARRE
bioportal,CASE-BASE-ONTO,Case-base ontology for gastric dystemperament in Persian medicine,scored,4.02,2.42,2.42,4.75,8.0,4.797499999999999,4.8,4.797499999999999,4.8,"same_as_strict (1.0 result, not re-checked)",Define,Other,OWL,1,1.0,2021-05-14T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CASE-BASE-ONTO
bioportal,CATALOG-THEMES,Catalog Themes,parse_failed,,,,,,,,,,,,Health;Human;Vocabularies,SKOS,3,,2025-06-10T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CATALOG-THEMES
bioportal,CBCTX,CalendarBench Context,scored,9.98,6.35,6.35,7.56,7.0,7.722499999999999,7.72,7.722499999999999,7.72,"same_as_strict (1.0 result, not re-checked)",Define,Health;Human,OWL,1,2026.05.26,2026-05-26T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CBCTX
bioportal,CBHA,CalendarBench Human Activities,scored,9.99,0.16,0.16,0.0,8.0,4.5375,4.54,4.5375,4.54,"same_as_strict (1.0 result, not re-checked)",Connection,Health;Human,OWL,1,2026.05.03,2026-09-10T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CBHA
bioportal,CBHT,CalendarBench Health Tasks,scored,9.96,6.28,6.28,5.3,9.0,7.635000000000001,7.64,7.635000000000001,7.64,"same_as_strict (1.0 result, not re-checked)",Connection,Health;Human,OWL,1,2026.05.19,2026-07-05T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CBHT
bioportal,CBO,Cell Behavior Ontology,scored,9.96,0.03,6.52,5.23,10.0,6.305,6.3,7.9275,7.93,http://purl.org/dc/elements/1.1/description [bioportal_definitionProperty]; http://www.geneontology.org/formats/oboInOwl#def [detected_by_name (15 uses)],Define,All_Organisms;Biological_Process;Cell,OWL,25,"Version 1.1.2 added license info.
Version 1.1.1 added fuding sources.
Version 1.1.0 added classes for OMERO-Tiff files similar to those for VTK files 
Version 1.0.0 is the initial release of the Cell Behavior Ontology (CBO). 
Version 1.0.1 added Journal citation for the Cell Behavior Ontology (CBO). 
Version 1.0.2 corrected a few annotations that had ""snap:process"" that should be ""span:process"".
Version 1.0.3 corrected/changed class ""SpacialExclusive"" to ""SpatialExclusive"" and property ""has_Quality"" to ""has_quality"".",2021-09-22T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CBO
bioportal,CCF,Human Reference Atlas Common Coordinate Framework Ontology,scored,9.76,0.0,0.0,0.0,6.0,3.94,3.94,3.94,3.94,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy;Biomedical_Resources;Cell;Human,OWL,16,3.0.0,2024-06-14T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CCF
bioportal,CCO,Cell Cycle Ontology,parse_failed,,,,,,,,,,,,Arabadopsis;Biological_Process;Human;Protein;Yeast,OBO,6,2.10,2014-06-24T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CCO
bioportal,CCON,Cerrado concepts and plant community dynamics,scored,10.0,3.28,3.28,1.31,9.0,5.8975,5.9,5.8975,5.9,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,8,0.9.3,2014-01-29T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CCON
bioportal,CCONT,Cell Culture Ontology,scored,10.0,5.15,5.15,4.86,10.0,7.5025,7.5,7.5025,7.5,"same_as_strict (1.0 result, not re-checked)",Connection,Biological_Process;Experimental_Conditions;Vocabularies,OWL,3,1.1,2014-07-23T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CCONT
bioportal,CCTOO,Cancer Care: Treatment Outcome Ontology,scored,9.99,4.96,4.96,8.66,10.0,8.4025,8.4,8.4025,8.4,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources;Health;Human,OBO,2,releases/2018-05-11,2018-05-11T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CCTOO
bioportal,CDAO,Comparative Data Analysis Ontology,scored,10.0,1.32,1.32,3.18,10.0,6.125,6.12,6.125,6.12,"same_as_strict (1.0 result, not re-checked)",Define,Experimental_Conditions,OWL,7,$Revision$,2013-08-20T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CDAO
bioportal,CDMONTO,Common Diabetes Medications Ontology,scored,7.71,0.0,0.0,0.0,10.0,4.4275,4.43,4.4275,4.43,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy;Biomedical_Resources;Health;Human;Other;Taxonomic_Classification,OWL,2,,2025-07-09T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CDMONTO
bioportal,CDNO,Compositional Dietary Nutrition Ontology,scored,10.0,6.19,6.19,8.07,10.0,8.565000000000001,8.57,8.565000000000001,8.57,"same_as_strict (1.0 result, not re-checked)",Define,Other,OWL,21,,2026-06-11T18:01:05.000-07:00,https://bioportal.bioontology.org/ontologies/CDNO
bioportal,CDO,Chinese Diabetes Mellitus Ontology,scored,10.0,6.71,6.71,1.04,10.0,6.9375,6.94,6.9375,6.94,"same_as_strict (1.0 result, not re-checked)",Connection,Health;Human,OWL,6,3.0,2022-03-24T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CDO
bioportal,CDOH,Commercial determinant of Health Ontology,scored,0.97,0.37,0.37,5.94,10.0,4.32,4.32,4.32,4.32,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,1,v1,2023-09-13T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CDOH
bioportal,CDPEO,Chronic Disease Patient Education Ontology,scored,5.48,0.0,0.0,7.33,7.0,4.952500000000001,4.95,4.952500000000001,4.95,"same_as_strict (1.0 result, not re-checked)",Define,Health,OWL,1,1.0.0,2019-12-18T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CDPEO
bioportal,CDSSONTOBRIEF,Clinical Decision Support System Ontology-Brief Version,scored,10.0,1.43,1.43,0.0,10.0,5.3575,5.36,5.3575,5.36,"same_as_strict (1.0 result, not re-checked)",Connection,Health;Human;Upper_Level_Ontology,OWL,1,,2026-07-08T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CDSSONTOBRIEF
bioportal,CEDARPC,CEDAR Provisional Classes,not_downloadable,,,,,,,,,,,,,OWL,2,,2016-04-15T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CEDARPC
bioportal,CEDARVS,CEDAR Value Sets,scored,9.43,6.23,6.23,4.83,7.0,6.8725000000000005,6.87,6.8725000000000005,6.87,"same_as_strict (1.0 result, not re-checked)",Connection,Other,OWL,4,0.2.2,2015-08-24T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CEDARVS
bioportal,CEPH,Cephalopod Ontology,scored,9.99,2.64,2.64,3.75,10.0,6.595000000000001,6.6,6.595000000000001,6.6,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy,OWL,1,,2016-01-12T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CEPH
