acronym,eval_status,eval_bytes,triple_count,entities,classes,individuals,bp_classes,sniffed_format,parse_format,eval_seconds,wall_seconds,parent_peak_rss_mb,gpu_peak_allocated_mb,define_device,define_defined,time_sniff,time_parse,time_identity,time_index,time_stats,time_describe,time_define,time_connection,time_flat,time_entities_table,time_total,time_write_outputs,time_define_bp,define_seconds_encode_labels,define_seconds_encode_definitions,download_seconds
NCBITAXON,done,1051500715.0,8811101.0,761820.0,761820.0,0.0,761814.0,xml,xml,524.816,524.816,15298.7,453.1,cuda,4.0,0.0,379.619,0.654,68.784,1.936,4.263,2.484,8.794,5.053,5.285,513.413,4.587,,0.019,0.016,343.56
NCCNEHR,done,14232.0,83.0,15.0,15.0,0.0,14.0,xml,xml,0.316,0.316,0.0,473.9,cuda,11.0,0.0,0.004,0.001,0.0,0.0,0.0,0.042,0.0,0.0,0.001,0.175,0.006,,0.016,0.025,0.212
NCCO,done,206489.0,1377.0,401.0,401.0,0.0,400.0,xml,xml,0.332,0.332,0.0,467.4,cuda,17.0,0.0,0.052,0.001,0.004,0.0,0.001,0.02,0.0,0.002,0.002,0.211,0.008,,0.01,0.008,0.145
NCIT,done,1023601110.0,13986699.0,207460.0,207460.0,0.0,207459.0,xml,xml,708.311,708.311,21136.4,1540.2,cuda,1.0,0.0,453.284,0.549,99.195,0.391,2.108,0.457,10.32,5.759,1.241,697.94,1.976,74.048,0.014,0.014,334.172
NCOD,parse_failed,921080.0,,,,,0.0,,,2.065,,,,,,,,,,,,,,,,,,,,,0.775
NCRO,done,14563990.0,162452.0,11901.0,11883.0,18.0,11883.0,xml,xml,11.031,11.031,1927.3,1009.1,cuda,9297.0,0.001,5.713,0.0,0.909,0.018,0.046,3.091,0.103,0.126,0.046,10.672,0.173,,1.072,1.904,4.971
NDDO,done,2125156.0,21438.0,1971.0,1731.0,240.0,1731.0,xml,xml,1.401,1.401,1691.8,983.1,cuda,480.0,0.0,0.757,0.0,0.062,0.002,0.005,0.227,0.012,0.014,0.007,1.254,0.025,,0.048,0.169,0.789
NDDRFO,done,1167149.0,13826.0,864.0,856.0,8.0,855.0,xml,xml,0.887,0.887,0.0,612.4,cuda,39.0,0.0,0.394,0.0,0.16,0.001,0.004,0.039,0.004,0.006,0.003,0.757,0.013,,0.01,0.026,0.456
NEET_,done,16153.0,126.0,15.0,14.0,1.0,2.0,xml,xml,0.285,0.285,0.0,456.1,cuda,12.0,0.0,0.005,0.001,0.0,0.0,0.0,0.032,0.0,0.0,0.001,0.165,0.005,,0.016,0.014,0.208
NEIC-ONTO,done,22437.0,204.0,25.0,24.0,1.0,2.0,xml,xml,0.301,0.301,0.0,483.8,cuda,9.0,0.0,0.008,0.001,0.001,0.0,0.0,0.043,0.0,0.0,0.001,0.172,0.005,,0.016,0.025,0.226
NEICBEER,done,33778.0,319.0,44.0,43.0,1.0,2.0,xml,xml,0.269,0.269,0.0,467.8,cuda,6.0,0.0,0.011,0.001,0.001,0.0,0.0,0.019,0.0,0.0,0.001,0.159,0.006,,0.009,0.009,0.161
NEIO,done,580521.0,5333.0,225.0,174.0,51.0,174.0,xml,xml,0.57,0.57,0.0,981.5,cuda,145.0,0.0,0.151,0.0,0.014,0.0,0.001,0.127,0.001,0.001,0.001,0.432,0.009,,0.024,0.1,0.34
NEMO,done,6158328.0,42131.0,1926.0,1848.0,78.0,1847.0,xml,xml,2.979,2.979,1717.4,1035.3,cuda,63.0,0.0,1.637,0.004,0.13,0.002,0.015,0.063,0.008,0.01,0.007,2.808,0.025,0.702,0.011,0.047,2.153
NEO,done,1571502.0,12052.0,1614.0,1611.0,3.0,1610.0,xml,xml,0.892,0.892,0.0,453.0,cuda,1.0,0.0,0.391,0.001,0.168,0.001,0.005,0.018,0.001,0.006,0.005,0.747,0.018,,0.007,0.008,0.689
NEOMARK3,done,804483.0,6283.0,56.0,56.0,0.0,55.0,xml,xml,0.507,0.507,0.0,523.0,cuda,55.0,0.0,0.207,0.001,0.016,0.0,0.0,0.025,0.001,0.001,0.001,0.392,0.007,,0.009,0.015,0.475
NEOMARK4,done,321723.0,2909.0,325.0,325.0,0.0,325.0,xml,xml,0.412,0.412,0.0,597.6,cuda,35.0,0.0,0.102,0.001,0.008,0.001,0.001,0.037,0.0,0.001,0.002,0.285,0.007,,0.009,0.026,0.249
NERO,done,60170.0,508.0,64.0,64.0,0.0,63.0,xml,xml,0.286,0.286,0.0,476.5,cuda,15.0,0.0,0.017,0.001,0.001,0.0,0.0,0.021,0.0,0.001,0.001,0.168,0.006,,0.01,0.009,0.173
NEUDIGS,done,25074.0,189.0,24.0,24.0,0.0,23.0,xml,xml,0.302,0.302,0.0,471.2,cuda,18.0,0.0,0.008,0.0,0.001,0.0,0.0,0.044,0.0,0.0,0.001,0.176,0.005,,0.017,0.025,0.256
NEUMORE,done,16175.0,101.0,34.0,34.0,0.0,33.0,xml,xml,0.238,0.238,0.0,450.7,,0.0,0.0,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.128,0.005,,,,0.134
NEUROBRG,done,537339.0,4023.0,667.0,667.0,0.0,667.0,xml,xml,0.49,0.49,0.0,793.5,cuda,82.0,0.0,0.146,0.001,0.011,0.001,0.002,0.066,0.001,0.003,0.003,0.363,0.012,,0.012,0.052,0.272
NEXUS,done,210920.0,1960.0,216.0,215.0,1.0,214.0,xml,xml,0.332,0.332,0.0,452.4,cuda,1.0,0.0,0.068,0.0,0.005,0.0,0.001,0.015,0.0,0.001,0.001,0.22,0.006,,0.007,0.007,0.182
NGBO,done,1597054.0,14594.0,1516.0,1516.0,0.0,1516.0,xml,xml,1.398,1.398,1684.9,984.4,cuda,1128.0,0.0,0.452,0.0,0.164,0.002,0.006,0.449,0.002,0.006,0.006,1.238,0.03,,0.107,0.327,0.627
NGSONTO,done,125277.0,1211.0,60.0,60.0,0.0,59.0,xml,xml,0.381,0.381,0.0,552.0,cuda,34.0,0.0,0.04,0.001,0.003,0.0,0.0,0.082,0.0,0.001,0.001,0.257,0.006,,0.018,0.063,0.307
NIDM-RESULTS,done,387374.0,3444.0,191.0,161.0,30.0,161.0,xml,xml,0.493,0.493,0.0,981.6,cuda,160.0,0.0,0.109,0.001,0.009,0.0,0.001,0.119,0.0,0.001,0.001,0.375,0.009,,0.025,0.091,0.22
NIFCELL,done,655094.0,3932.0,375.0,375.0,0.0,374.0,xml,xml,0.561,0.561,0.0,981.7,cuda,202.0,0.0,0.148,0.001,0.011,0.001,0.002,0.128,0.0,0.001,0.002,0.426,0.011,,0.024,0.099,0.376
NIFDYS,done,35043190.0,422197.0,11466.0,11256.0,210.0,11256.0,xml,xml,22.7,22.7,2330.4,1058.4,cuda,9752.0,0.001,13.704,0.021,2.763,0.023,0.075,3.769,0.168,0.193,0.05,22.224,0.186,,1.068,2.55,11.617
NIFSTD,done,397988486.0,4407575.0,178494.0,177974.0,520.0,177974.0,xml,xml,258.919,258.919,8111.0,1356.6,cuda,111515.0,0.0,147.325,0.0,29.691,0.38,1.131,54.336,2.562,2.262,0.957,253.93,2.338,,13.346,39.041,129.975
NIFSUBCELL,done,643293.0,4069.0,413.0,413.0,0.0,412.0,xml,xml,0.6,0.6,0.0,981.9,cuda,281.0,0.0,0.151,0.001,0.011,0.001,0.002,0.163,0.001,0.002,0.002,0.468,0.012,,0.035,0.124,0.283
NIGO,done,11987266.0,99033.0,4843.0,4843.0,0.0,4842.0,xml,xml,7.51,7.51,1835.3,1043.8,cuda,4775.0,0.0,3.813,0.008,0.537,0.008,0.03,2.372,0.031,0.03,0.02,7.255,0.092,,0.662,1.647,4.017
NIHSS,done,131999.0,1028.0,90.0,20.0,70.0,19.0,xml,xml,0.301,0.301,0.0,471.8,cuda,5.0,0.0,0.034,0.0,0.003,0.0,0.0,0.019,0.0,0.0,0.001,0.182,0.006,,0.009,0.008,0.271
NIO,done,4341472.0,38607.0,3340.0,3303.0,37.0,3303.0,xml,xml,2.5,2.5,1736.5,983.7,cuda,902.0,0.0,1.38,0.0,0.264,0.004,0.011,0.399,0.019,0.021,0.013,2.317,0.04,,0.091,0.291,1.566
NIRS,done,297596.0,2192.0,153.0,146.0,7.0,145.0,xml,xml,0.412,0.412,0.0,792.8,cuda,102.0,0.0,0.073,0.0,0.006,0.0,0.001,0.071,0.001,0.001,0.001,0.284,0.007,,0.016,0.053,0.226
NIST_GEL,done,65514.0,592.0,53.0,53.0,0.0,52.0,xml,xml,0.301,0.301,0.0,510.8,cuda,42.0,0.0,0.018,0.001,0.002,0.0,0.0,0.025,0.0,0.001,0.001,0.173,0.006,,0.01,0.013,0.145
NLMVS,done,47512931.0,348711.0,75179.0,75178.0,1.0,5.0,xml,xml,18.98,18.98,2238.5,466.9,cuda,5.0,0.0,13.424,0.028,2.341,0.095,0.132,0.181,0.304,0.08,0.314,18.15,0.568,,0.02,0.038,15.684
NLN,done,759953.0,6173.0,493.0,411.0,82.0,411.0,xml,xml,0.697,0.697,0.0,983.1,cuda,390.0,0.0,0.194,0.001,0.018,0.001,0.002,0.207,0.001,0.002,0.002,0.565,0.013,,0.041,0.159,0.337
NMDCO,done,40352552.0,480099.0,13730.0,13684.0,46.0,13683.0,xml,xml,26.263,26.263,2383.1,1065.9,cuda,11947.0,0.0,15.367,0.0,3.028,0.027,0.089,5.072,0.202,0.215,0.061,25.702,0.231,,1.234,3.657,13.317
NMOBR,done,3729097.0,37169.0,6349.0,3883.0,2466.0,3883.0,xml,xml,2.028,2.028,1730.3,452.6,cuda,3.0,0.0,1.301,0.003,0.263,0.007,0.013,0.028,0.01,0.014,0.021,1.861,0.047,,0.009,0.009,1.375
NMOSP,done,1798178.0,22439.0,1951.0,1674.0,277.0,1673.0,xml,xml,1.189,1.189,1695.8,450.7,,0.0,0.0,0.778,0.002,0.069,0.002,0.006,0.003,0.005,0.006,0.006,1.05,0.017,,,,0.761
NMR,done,648843.0,5397.0,788.0,788.0,0.0,788.0,xml,xml,0.649,0.649,0.0,982.1,cuda,341.0,0.0,0.183,0.001,0.014,0.001,0.002,0.17,0.001,0.003,0.003,0.512,0.015,,0.032,0.131,0.332
NND_CH,done,394322.0,2120.0,115.0,115.0,0.0,114.0,xml,xml,0.348,0.348,0.0,452.5,cuda,6.0,0.0,0.068,0.001,0.006,0.0,0.001,0.019,0.0,0.001,0.001,0.226,0.006,,0.009,0.008,0.269
NND_ND,done,92910.0,856.0,112.0,112.0,0.0,111.0,xml,xml,0.269,0.269,0.0,450.7,,0.0,0.0,0.026,0.001,0.003,0.0,0.001,0.0,0.0,0.001,0.001,0.155,0.005,,,,0.332
NOMEN,done,212573.0,2305.0,265.0,265.0,0.0,264.0,xml,xml,0.364,0.364,0.0,467.9,cuda,16.0,0.0,0.073,0.001,0.006,0.0,0.001,0.021,0.001,0.001,0.001,0.237,0.007,,0.01,0.009,0.236
NONRCTO,done,158278.0,1280.0,187.0,156.0,31.0,156.0,xml,xml,0.365,0.365,0.0,720.8,cuda,69.0,0.0,0.043,0.001,0.004,0.0,0.001,0.06,0.0,0.001,0.001,0.238,0.007,,0.009,0.048,0.157
NPDX,done,777860.0,10291.0,705.0,705.0,0.0,704.0,xml,xml,0.602,0.602,0.0,450.7,,0.0,0.0,0.292,0.0,0.027,0.001,0.005,0.001,0.0,0.002,0.003,0.476,0.01,,,,0.344
NPI,done,41116.0,453.0,45.0,45.0,0.0,45.0,xml,xml,0.254,0.254,0.0,450.7,,0.0,0.0,0.015,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.145,0.005,,,,0.181
NPO,done,4213911.0,38714.0,1904.0,1904.0,0.0,1904.0,xml,xml,3.362,3.362,1702.2,1035.4,cuda,122.0,0.0,1.406,0.003,0.261,0.002,0.008,0.108,0.009,0.017,0.007,3.196,0.025,1.175,0.015,0.088,1.529
NPOKB,done,17846984.0,195327.0,10395.0,6875.0,3520.0,6875.0,xml,xml,8.647,8.647,1986.7,920.5,cuda,113.0,0.001,5.739,0.013,1.321,0.014,0.041,0.33,0.095,0.133,0.038,8.406,0.073,,0.075,0.237,5.97
NRO,done,406657.0,2961.0,564.0,564.0,0.0,563.0,xml,xml,0.398,0.398,0.0,452.0,cuda,2.0,0.0,0.097,0.001,0.008,0.001,0.001,0.019,0.001,0.002,0.002,0.271,0.01,,0.008,0.008,0.231
NUCLEON,done,12028219.0,111849.0,9161.0,4228.0,4933.0,4227.0,xml,xml,6.229,6.229,1837.2,981.7,cuda,193.0,0.001,4.587,0.0,0.676,0.014,0.033,0.144,0.059,0.014,0.04,6.009,0.069,,0.022,0.103,4.013
O-REXTECH,done,84368.0,782.0,62.0,61.0,1.0,5.0,xml,xml,0.285,0.285,0.0,456.4,cuda,6.0,0.0,0.024,0.001,0.002,0.0,0.0,0.019,0.001,0.0,0.001,0.169,0.006,,0.009,0.009,0.276
O3,done,3547971.0,29810.0,2108.0,2108.0,0.0,2108.0,xml,xml,1.995,1.995,1725.4,983.1,cuda,680.0,0.0,1.096,0.003,0.235,0.003,0.012,0.279,0.01,0.009,0.008,1.843,0.027,,0.062,0.205,1.276
OA,done,45025.0,392.0,46.0,26.0,20.0,25.0,xml,xml,0.297,0.297,0.0,575.8,cuda,37.0,0.0,0.014,0.001,0.001,0.0,0.0,0.035,0.0,0.0,0.001,0.176,0.005,,0.01,0.024,0.255
OAE,done,14617998.0,149819.0,10590.0,10590.0,0.0,10589.0,xml,xml,11.044,11.044,1907.9,1022.7,cuda,10121.0,0.0,5.452,0.011,0.818,0.017,0.061,3.602,0.04,0.063,0.042,10.676,0.188,,1.059,2.422,4.928
OARCS,done,781408.0,7481.0,632.0,309.0,323.0,308.0,xml,xml,0.648,0.648,0.0,713.3,cuda,307.0,0.0,0.242,0.0,0.02,0.001,0.002,0.104,0.003,0.002,0.003,0.515,0.012,,0.031,0.068,0.386
OBA,done,189133271.0,2472131.0,83751.0,83516.0,235.0,83515.0,xml,xml,122.037,122.037,5437.4,1197.9,cuda,57186.0,0.0,73.621,0.0,15.571,0.152,0.354,17.304,1.682,2.118,0.431,119.542,1.114,,7.715,8.823,61.877
OBCS,done,2054635.0,20749.0,1234.0,1211.0,23.0,1211.0,xml,xml,1.613,1.613,1689.7,984.6,cuda,1184.0,0.0,0.724,0.0,0.059,0.002,0.006,0.486,0.005,0.008,0.005,1.46,0.028,,0.113,0.358,0.854
OBEST,done,2234054.0,21599.0,1403.0,1386.0,17.0,1386.0,xml,xml,1.674,1.674,1692.2,985.0,cuda,1319.0,0.0,0.768,0.002,0.064,0.002,0.007,0.481,0.004,0.008,0.005,1.513,0.031,,0.116,0.349,0.884
OBI,done,10748351.0,125014.0,5541.0,5240.0,301.0,5240.0,xml,xml,7.727,7.727,1863.6,1045.4,cuda,5307.0,0.0,3.927,0.0,0.671,0.01,0.029,2.252,0.044,0.057,0.022,7.472,0.1,,0.738,1.448,3.667
OBIB,done,2873430.0,27953.0,2029.0,1804.0,225.0,1804.0,xml,xml,2.233,2.233,1717.1,986.2,cuda,1739.0,0.001,0.952,0.0,0.229,0.003,0.009,0.663,0.006,0.01,0.008,2.06,0.039,,0.172,0.47,1.079
OBIWS,done,368471.0,3653.0,262.0,228.0,34.0,228.0,xml,xml,0.522,0.522,0.0,859.1,cuda,205.0,0.0,0.113,0.0,0.01,0.0,0.001,0.115,0.001,0.002,0.002,0.384,0.01,,0.024,0.087,0.274
OBI_BCGO,done,3614691.0,33000.0,2314.0,2270.0,44.0,2270.0,xml,xml,2.772,2.772,1730.2,1036.1,cuda,2131.0,0.001,1.139,0.0,0.245,0.003,0.009,0.944,0.011,0.018,0.009,2.581,0.047,,0.24,0.676,1.271
OBI_IEE,done,7076895.0,66582.0,3803.0,3507.0,296.0,3507.0,xml,xml,4.735,4.735,1784.3,1040.6,cuda,3661.0,0.0,2.294,0.0,0.391,0.006,0.021,1.466,0.02,0.029,0.014,4.527,0.072,,0.395,1.024,2.454
OBOE,done,523622.0,5395.0,292.0,292.0,0.0,292.0,xml,xml,0.494,0.494,0.0,667.8,cuda,52.0,0.0,0.149,0.001,0.015,0.0,0.001,0.047,0.002,0.003,0.001,0.359,0.008,,0.01,0.035,0.282
OBOE-SBC,done,757517.0,7144.0,631.0,631.0,0.0,631.0,xml,xml,0.583,0.583,0.0,875.8,cuda,102.0,0.0,0.191,0.001,0.018,0.001,0.001,0.084,0.003,0.004,0.003,0.45,0.012,,0.015,0.066,0.36
OBOREL,done,1232502.0,11776.0,62.0,60.0,2.0,59.0,xml,xml,0.714,0.714,0.0,649.8,cuda,48.0,0.0,0.356,0.0,0.031,0.001,0.0,0.047,0.001,0.001,0.001,0.581,0.006,,0.009,0.036,0.64
OBS,done,378876.0,2662.0,88.0,58.0,30.0,57.0,xml,xml,0.381,0.381,0.0,461.7,cuda,10.0,0.0,0.087,0.001,0.007,0.0,0.0,0.02,0.001,0.001,0.001,0.252,0.006,,0.009,0.009,0.237
OCCO,done,6246675.0,76415.0,1787.0,1769.0,18.0,1769.0,xml,xml,3.826,3.826,1775.5,984.5,cuda,1165.0,0.0,2.363,0.0,0.409,0.003,0.01,0.502,0.042,0.036,0.007,3.653,0.03,,0.118,0.368,2.18
OCD,done,2345714.0,14321.0,2447.0,105.0,2342.0,104.0,xml,xml,1.08,1.08,1689.5,732.1,cuda,67.0,0.0,0.535,0.0,0.168,0.002,0.004,0.061,0.001,0.001,0.007,0.933,0.025,,0.011,0.045,0.989
OCDM,done,1647.0,14.0,0.0,0.0,0.0,0.0,xml,xml,0.272,0.272,0.0,418.7,,0.0,0.0,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,,0.138,0.002,,,,0.201
OCE,done,628047.0,6179.0,250.0,250.0,0.0,249.0,xml,xml,0.587,0.587,0.0,944.3,cuda,119.0,0.0,0.204,0.001,0.018,0.0,0.002,0.095,0.001,0.002,0.002,0.462,0.009,,0.013,0.078,0.291
OCHV,done,65415853.0,736961.0,115646.0,115646.0,0.0,115645.0,xml,xml,36.921,36.921,2834.8,453.1,cuda,4.0,0.0,25.876,0.037,4.69,0.147,0.276,0.244,0.46,1.001,0.5,35.819,0.619,,0.018,0.024,21.525
OCIMIDO,done,816052.0,8142.0,662.0,662.0,0.0,661.0,xml,xml,0.681,0.681,0.0,934.0,cuda,301.0,0.0,0.225,0.001,0.022,0.001,0.002,0.14,0.003,0.006,0.003,0.54,0.013,,0.035,0.101,0.372
OCMR,done,9972370.0,90161.0,3369.0,3360.0,9.0,3359.0,xml,xml,5.971,5.971,1824.0,993.2,cuda,2827.0,0.0,3.44,0.008,0.506,0.005,0.022,1.333,0.029,0.039,0.013,5.764,0.059,,0.481,0.818,3.331
OCO,done,417341.0,3171.0,389.0,196.0,193.0,196.0,xml,xml,0.492,0.492,0.0,981.6,cuda,153.0,0.0,0.102,0.0,0.008,0.001,0.001,0.116,0.001,0.001,0.002,0.362,0.01,,0.02,0.092,0.249
OCRE,done,658258.0,5901.0,428.0,389.0,39.0,389.0,xml,xml,0.65,0.65,0.0,982.1,cuda,332.0,0.0,0.187,0.001,0.017,0.001,0.001,0.161,0.002,0.003,0.002,0.512,0.012,,0.034,0.121,0.358
OCS,done,2825466.0,10530.0,1640.0,702.0,938.0,701.0,xml,xml,1.95,1.95,1708.2,1034.7,cuda,1637.0,0.0,0.342,0.002,0.029,0.002,0.002,1.255,0.006,0.003,0.005,1.795,0.036,,0.147,1.053,1.03
OCVDAE,done,8909633.0,96299.0,2949.0,2949.0,0.0,2948.0,xml,xml,5.224,5.224,1828.1,986.2,cuda,1723.0,0.0,3.316,0.006,0.523,0.005,0.023,0.675,0.043,0.055,0.012,5.033,0.045,,0.149,0.502,3.022
OC_E,done,273526.0,2316.0,211.0,46.0,165.0,45.0,xml,xml,0.333,0.333,0.0,450.7,,0.0,0.0,0.075,0.001,0.006,0.0,0.001,0.0,0.001,0.001,0.001,0.214,0.006,,,,0.3
ODAE,done,14315379.0,179592.0,3673.0,3673.0,0.0,3672.0,xml,xml,8.531,8.531,1889.7,985.2,cuda,1409.0,0.0,5.783,0.009,0.96,0.006,0.033,0.679,0.069,0.09,0.015,8.299,0.043,,0.267,0.388,5.304
ODFA,done,511631.0,5013.0,238.0,238.0,0.0,237.0,xml,xml,0.601,0.601,0.0,981.8,cuda,232.0,0.0,0.153,0.0,0.013,0.0,0.001,0.158,0.001,0.002,0.001,0.464,0.009,,0.045,0.11,0.275
ODHT,done,547386.0,4870.0,813.0,40.0,773.0,39.0,xml,xml,0.473,0.473,0.0,494.2,cuda,40.0,0.0,0.163,0.001,0.012,0.001,0.002,0.023,0.003,0.001,0.003,0.344,0.013,,0.01,0.01,0.345
ODNAE,done,2742452.0,24626.0,1554.0,1545.0,9.0,1544.0,xml,xml,1.682,1.682,1698.8,983.1,cuda,578.0,0.0,0.949,0.002,0.076,0.002,0.008,0.272,0.006,0.012,0.007,1.522,0.023,,0.058,0.205,1.026
OF,done,944550.0,7564.0,522.0,293.0,229.0,292.0,xml,xml,0.586,0.586,0.0,450.7,,0.0,0.0,0.28,0.001,0.022,0.001,0.001,0.001,0.001,0.001,0.002,0.452,0.008,,,,0.456
OFDSIPT,done,37587.0,343.0,47.0,24.0,23.0,24.0,xml,xml,0.254,0.254,0.0,450.7,,0.0,0.0,0.011,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.138,0.006,,,,0.192
OFL,done,148367482.0,1678094.0,59278.0,58977.0,301.0,58977.0,xml,xml,99.55,99.55,4200.6,1186.2,cuda,53371.0,0.0,50.944,0.0,8.957,0.133,0.397,29.526,0.827,0.685,0.302,97.618,0.964,,6.949,21.704,48.625
OFSMR,done,130273.0,1674.0,160.0,160.0,0.0,159.0,xml,xml,0.295,0.295,0.0,450.7,,0.0,0.0,0.045,0.001,0.004,0.0,0.001,0.0,0.0,0.001,0.001,0.178,0.006,,,,0.163
OGCO,done,4464065.0,56180.0,8777.0,8777.0,0.0,8776.0,xml,xml,2.82,2.82,1755.5,450.7,,0.0,0.0,1.921,0.0,0.353,0.009,0.028,0.012,0.007,0.032,0.029,2.634,0.052,,,,1.601
OGDI,done,521186.0,4131.0,751.0,386.0,365.0,386.0,xml,xml,0.55,0.55,0.0,925.6,cuda,114.0,0.0,0.144,0.001,0.011,0.001,0.002,0.12,0.003,0.002,0.003,0.419,0.013,,0.032,0.084,0.292
OGG,done,169767752.0,1280798.0,69690.0,69690.0,0.0,69689.0,xml,xml,77.223,77.223,3829.2,1085.9,cuda,18887.0,0.001,52.783,0.093,8.535,0.102,0.774,7.558,0.087,0.25,0.336,75.65,0.672,,1.462,5.743,55.599
OGG-MM,done,171023756.0,1299105.0,69434.0,69434.0,0.0,69433.0,xml,xml,78.52,78.52,3783.6,1088.7,cuda,20074.0,0.0,54.15,0.1,8.699,0.107,0.846,7.143,0.087,0.252,0.352,76.948,0.668,,1.516,5.276,61.675
OGI,done,318164.0,2661.0,202.0,184.0,18.0,184.0,xml,xml,0.396,0.396,0.0,616.2,cuda,48.0,0.0,0.086,0.001,0.007,0.0,0.001,0.041,0.001,0.001,0.001,0.267,0.007,,0.009,0.029,0.237
OGMD,done,110912.0,971.0,135.0,135.0,0.0,134.0,xml,xml,0.284,0.284,0.0,450.7,,0.0,0.0,0.035,0.001,0.003,0.0,0.001,0.0,0.0,0.001,0.001,0.167,0.006,,,,0.11
OGMS,done,324294.0,2684.0,204.0,187.0,17.0,187.0,xml,xml,0.491,0.491,0.0,981.6,cuda,157.0,0.0,0.085,0.0,0.007,0.0,0.001,0.126,0.001,0.001,0.001,0.356,0.008,,0.021,0.103,0.246
OGR,done,23632.0,159.0,40.0,40.0,0.0,39.0,xml,xml,0.317,0.317,0.0,580.6,cuda,35.0,0.0,0.007,0.001,0.0,0.0,0.0,0.036,0.0,0.0,0.001,0.177,0.006,,0.01,0.024,0.223
OGROUP,done,23320.0,180.0,8.0,5.0,3.0,4.0,xml,xml,0.287,0.287,0.0,455.7,cuda,3.0,0.0,0.007,0.0,0.001,0.0,0.0,0.029,0.0,0.0,0.001,0.16,0.006,,0.01,0.017,0.129
OGSF,done,819892.0,7310.0,433.0,389.0,44.0,389.0,xml,xml,0.68,0.68,0.0,981.7,cuda,199.0,0.0,0.23,0.001,0.02,0.001,0.002,0.138,0.002,0.003,0.002,0.537,0.011,,0.027,0.107,0.428
OHD,done,3965764.0,43705.0,1821.0,1821.0,0.0,1821.0,xml,xml,2.678,2.678,1735.9,985.5,cuda,1488.0,0.0,1.531,0.0,0.13,0.003,0.01,0.575,0.012,0.013,0.007,2.504,0.036,,0.17,0.387,1.442
OHMI,done,3412556.0,38567.0,1743.0,1724.0,19.0,1724.0,xml,xml,2.266,2.266,1729.3,984.5,cuda,1152.0,0.0,1.146,0.0,0.262,0.003,0.006,0.452,0.015,0.013,0.007,2.105,0.03,,0.146,0.292,1.254
OHPI,done,32455712.0,321264.0,11575.0,11292.0,283.0,11292.0,xml,xml,16.943,16.943,2199.5,1041.4,cuda,3952.0,0.001,11.819,0.0,1.67,0.018,0.089,1.467,0.142,0.158,0.051,16.581,0.122,,0.562,0.844,10.766
OLAM,done,579891.0,5640.0,302.0,280.0,22.0,280.0,xml,xml,0.57,0.57,0.0,981.6,cuda,159.0,0.0,0.169,0.001,0.015,0.001,0.002,0.123,0.001,0.002,0.002,0.451,0.01,,0.028,0.091,0.372
OLAS,done,95895508.0,1203456.0,96253.0,96226.0,27.0,96226.0,xml,xml,56.437,56.437,3312.0,983.1,cuda,531.0,0.0,40.449,0.0,7.518,0.141,0.409,0.586,0.744,0.753,0.48,55.082,0.656,,0.22,0.195,34.663
OLATDV,done,141804.0,880.0,48.0,48.0,0.0,47.0,xml,xml,0.333,0.333,0.0,645.7,cuda,46.0,0.0,0.031,0.001,0.003,0.0,0.0,0.048,0.0,0.001,0.001,0.21,0.006,,0.01,0.036,0.398
OM,done,3488871.0,31580.0,2502.0,814.0,1688.0,814.0,xml,xml,2.188,2.188,1725.8,984.2,cuda,1059.0,0.0,1.139,0.003,0.255,0.004,0.007,0.385,0.023,0.005,0.01,2.02,0.033,,0.104,0.267,1.263
OMCO,done,24509564.0,271532.0,15316.0,15315.0,1.0,15314.0,xml,xml,18.349,18.349,2042.5,1070.8,cuda,13973.0,0.001,8.834,0.017,1.367,0.024,0.117,6.4,0.026,0.083,0.064,17.854,0.266,,1.756,4.446,8.09
OMIM,done,183861273.0,1647759.0,111210.0,111210.0,0.0,111204.0,xml,xml,88.932,88.932,4041.2,453.1,cuda,4.0,0.0,67.463,0.1,9.185,0.246,0.547,0.356,2.126,0.418,0.617,87.155,0.735,,0.018,0.025,60.141
OMIT,done,58903131.0,511033.0,90934.0,90916.0,18.0,90916.0,xml,xml,41.728,41.728,2616.8,1158.1,cuda,60412.0,0.001,20.872,0.0,3.46,0.145,0.323,12.323,0.133,0.417,0.415,40.098,1.203,,4.77,6.851,19.359
OMO,done,83095.0,687.0,51.0,33.0,18.0,34.0,xml,xml,0.317,0.317,0.0,597.6,cuda,35.0,0.0,0.024,0.0,0.002,0.0,0.0,0.035,0.0,0.0,0.001,0.189,0.006,,0.009,0.024,0.214
OMP,done,4773354.0,39486.0,2310.0,2310.0,0.0,2309.0,xml,xml,2.991,2.991,1750.7,987.3,cuda,2104.0,0.0,1.639,0.0,0.125,0.003,0.013,0.785,0.011,0.012,0.009,2.811,0.043,,0.197,0.561,1.729
OMRSE,done,1279713.0,12593.0,972.0,533.0,439.0,532.0,xml,xml,1.055,1.055,1679.5,983.1,cuda,451.0,0.0,0.385,0.0,0.164,0.001,0.003,0.214,0.003,0.004,0.004,0.924,0.017,,0.043,0.162,0.589
